1000 59
35.984783 46.755699 0.076682
26.244344 52.841597 0.087007
-24.106409 53.850544 0.113504
-47.049189 35.600193 0.062750
2.064651 58.963864 0.037087
58.266108 9.276888 0.050232
8.411746 58.397282 0.091623
-57.466892 13.362498 0.042814
0.059591 58.999970 0.037776
25.902979 53.009769 0.052087
58.974511 1.734102 0.063265
24.968104 53.456466 0.113590
53.850693 24.106075 0.095010
-41.555789 41.882173 0.106462
-46.700079 36.056936 0.042398
-57.255762 14.240005 0.066317
52.823546 26.280658 0.037681
-37.568755 45.492732 0.114728
38.274790 44.900339 0.050328
19.258959 55.768203 0.050697
-14.391430 57.217888 0.081711
-56.593411 16.678903 0.076351
-21.931005 54.772539 0.040516
6.009212 58.693180 0.061075
-42.346327 41.082704 0.091005
58.877501 3.799984 0.043713
32.838660 49.016552 0.080531
44.688104 38.522375 0.054926
13.747981 57.375892 0.097271
-20.863212 55.188100 0.054003
-47.874504 34.482342 0.116164
44.261186 39.012144 0.117822
-58.408541 8.333205 0.066278
-53.169136 25.574265 0.105859
20.454201 55.340994 0.038499
-49.134954 32.661236 0.097970
40.015341 43.356343 0.070665
-37.767634 45.327760 0.081277
45.964494 36.990070 0.073454
15.945900 56.804298 0.080775
11.445212 57.879246 0.064610
57.930684 11.181944 0.060069
19.256829 55.768939 0.082154
36.458035 46.387624 0.104004
14.671248 57.146780 0.042170
42.670171 40.746245 0.095171
-48.303804 33.878349 0.035895
-25.307422 53.296664 0.091676
-58.094676 10.296046 0.035739
28.534717 51.640778 0.044339
-2.605396 58.942446 0.083196
5.722866 58.721792 0.074613
-37.639263 45.434413 0.073234
-48.337537 33.830201 0.108535
58.175765 9.827530 0.035587
30.765197 50.343845 0.075571
58.974989 1.717755 0.094247
-58.094639 10.296256 0.068151
13.060632 57.536249 0.096503
9.976154 58.150463 0.115043
-45.044321 38.105238 0.056707
-23.785735 53.992951 0.064365
-56.789210 15.999550 0.045997
-29.853167 50.889964 0.094027
32.791473 49.048133 0.108129
36.275029 46.530875 0.077478
-24.560560 53.644933 0.085033
-39.227664 44.070289 0.113349
42.374926 41.053205 0.109944
30.197389 50.686465 0.055267
-40.917550 42.505930 0.062140
-48.591975 33.463712 0.071806
-58.915275 3.160749 0.030976
-26.657057 52.634602 0.117764
58.999999 0.012924 0.071379
21.377111 54.991082 0.075465
38.182887 44.978518 0.081668
-25.440515 53.233262 0.076310
25.695574 53.110616 0.053557
-58.528063 7.447540 0.033833
53.039718 25.841600 0.034810
-44.465159 38.779500 0.096088
44.938635 38.229820 0.032352
49.259851 32.472558 0.071561
58.379951 8.531194 0.061704
17.553751 56.328197 0.081558
-36.169195 46.613188 0.077515
-45.670416 37.352552 0.042509
11.005345 57.964492 0.070165
-58.661624 6.309824 0.050115
37.212668 45.784466 0.060739
20.820683 55.204159 0.087894
-58.757174 5.347381 0.100783
58.872420 3.877907 0.047616
-15.200764 57.008217 0.034105
-52.796911 26.334126 0.037927
21.535971 54.929063 0.040966
-32.027955 49.550076 0.041925
57.589329 12.824553 0.052155
58.465969 7.920255 0.041901
-29.337436 51.189011 0.080773
23.909921 53.938073 0.051471
-46.849041 35.863175 0.109072
-39.287834 44.016657 0.117711
-1.411051 58.983124 0.090369
50.866915 29.892424 0.085135
-25.999555 52.962469 0.058027
11.307852 57.906239 0.112183
-41.877874 41.560121 0.034375
