100 88
-79.340263 38.067345 1.399108
70.262891 52.982319 0.488222
46.893281 74.464892 0.688638
85.609398 20.372310 0.948668
9.550946 87.480166 1.607810
-67.492783 56.468790 0.967059
-81.144899 34.051512 0.805136
-83.776359 26.935511 1.179951
-36.247278 80.188121 1.685555
-50.691783 71.932907 0.666082
-87.812229 5.745639 0.955774
83.045767 29.110146 0.753202
-20.204210 85.649226 1.262026
82.032284 31.854425 0.839653
11.452172 87.251635 1.376630
-81.246278 33.808910 0.449713
-65.750769 58.487916 1.486655
87.535885 9.026008 1.297962
82.460090 30.730009 1.337973
9.083069 87.529983 0.847114
87.934935 3.383367 0.679521
-20.371418 85.609610 0.901422
-3.045015 87.947302 0.992881
50.258492 72.236307 0.787855
50.180131 72.290763 1.735586
-70.689648 52.411579 1.003700
46.174590 74.912664 0.585023
-39.443256 78.665301 0.561306
85.669551 20.117856 1.751375
81.331877 33.602467 1.112477
-50.138757 72.319465 0.843602
-44.136649 76.131178 0.959262
-45.959881 75.044583 0.797903
-79.830205 37.028886 1.475235
-60.362556 64.034067 1.431990
-71.666650 51.067517 1.338948
-67.267623 56.736821 0.648066
-77.348268 41.967195 1.393326
82.082419 31.725013 0.795574
70.231131 53.024412 1.247445
62.083327 62.367143 1.097289
79.532437 37.664193 1.641334
87.521590 9.163581 0.569422
-8.633247 87.575493 0.897233
-80.334092 35.922607 1.407273
-80.118914 36.399995 1.095605
50.782685 71.868762 0.633517
34.719265 80.861441 0.440608
16.013723 86.530692 1.519887
-58.583011 65.666056 0.838508
-87.756610 6.540443 1.275677
-85.477677 20.918095 1.354090
41.075564 77.825433 0.771433
42.013255 77.323259 1.288238
-33.252185 81.475715 1.419394
-87.884818 4.500981 1.539068
-87.907005 4.044552 1.241745
-73.787030 47.952833 0.444668
-18.279082 86.080632 1.561529
-26.089575 84.043644 1.485481
57.698623 66.444480 1.728136
9.120849 87.526054 0.647689
-87.515910 9.217675 0.486123
-83.367898 28.174343 0.696872
57.710480 66.434182 0.856077
-6.088411 87.789129 0.652195
87.978932 1.925487 1.124325
-62.258613 62.192163 0.485993
69.781199 53.615150 1.160141
8.084432 87.627861 1.438057
-82.559947 30.460715 1.588840
-66.283535 57.883444 0.619890
-20.801587 85.506105 1.039565
-29.524008 82.899535 1.712240
0.094557 87.999949 0.901009
87.982210 1.769401 1.606087
-10.176854 87.409563 1.095458
-48.927204 73.144574 1.588346
41.238440 77.739251 1.499759
-11.187639 87.285948 0.882096
-65.265092 59.029381 1.337038
42.595313 77.004151 0.877909
-20.135728 85.665352 1.553992
-52.796290 70.402782 1.416740
5.966792 87.797479 0.522092
-14.082851 86.865835 1.727018
-35.283005 80.617055 0.660318
30.061080 82.706296 1.245372
-22.699172 85.022042 1.605221
-0.601809 87.997942 0.779392
67.241823 56.767396 1.049197
30.665699 82.484028 0.613139
-62.125099 62.325533 1.338087
38.677215 79.044754 1.067985
-87.979103 1.917649 1.528952
-5.841578 87.805899 1.195093
58.180047 66.023345 1.072202
-51.683849 71.223449 0.896866
45.577639 75.277346 1.351325
-3.325500 87.937143 1.456055
