100 93
85.866508 35.720341 1.580916
-45.586801 81.060740 0.543146
-30.899805 87.716601 1.075984
-87.542814 31.388785 1.674036
-15.362094 91.722440 0.578459
66.223362 65.295225 1.602371
-12.763201 92.120034 1.598675
19.731391 90.882739 1.282634
-89.756424 24.347163 0.593951
-69.517073 61.776829 0.675675
20.264535 90.765349 1.715113
90.500681 21.415571 0.635663
-67.801497 63.654984 0.725996
-78.124205 50.454025 1.636943
92.698384 7.483961 1.426478
92.414798 10.416582 1.817193
87.509231 31.482290 0.668861
19.382828 90.957715 0.469473
2.441057 92.967958 0.983274
-29.909243 88.059282 0.876129
-33.711563 86.674855 1.449450
14.613460 91.844688 1.563113
53.123047 76.334408 0.821463
92.927851 3.662570 0.673064
90.802272 20.098443 1.284871
91.042019 18.982908 1.693645
-19.933682 90.838584 0.667907
84.626795 38.565601 0.691366
89.960965 23.580179 1.017876
-88.132420 29.693038 1.631023
67.563619 63.907413 1.217376
-91.545641 16.382781 0.949322
62.818970 68.576796 1.197158
-39.943327 83.985300 1.362022
72.174942 58.649619 1.136081
-53.362901 76.166927 0.666927
64.094564 67.386103 0.576718
16.174678 91.582639 0.584567
84.584897 38.657408 0.923981
-51.102807 77.701371 0.480972
-56.186216 74.108766 1.810838
-49.277910 78.871336 0.723023
92.680589 7.701192 1.774852
-10.572208 92.397123 1.152860
-9.569257 92.506374 1.247995
34.716580 86.277222 1.405622
-67.169954 64.321049 1.145181
-69.122251 62.218281 0.776391
-47.720959 79.822992 1.134280
-34.463065 86.378801 1.529732
88.097522 29.796420 1.152837
-21.632144 90.449159 1.708416
-88.767703 27.736167 1.097048
67.679513 63.784666 1.135461
-32.772697 87.034190 1.742655
-92.561208 9.023452 1.261550
-58.077617 72.636013 1.515701
-67.362667 64.119195 0.507491
36.588647 85.500122 0.553906
-24.633080 89.678377 0.806982
53.082213 76.362810 1.567638
31.096834 87.646945 0.490854
55.012559 74.984120 0.750574
64.572989 66.927790 0.931812
28.452331 88.540752 1.026410
-50.409599 78.152878 0.891855
-80.049195 47.340537 1.122817
-34.186571 86.488602 1.581809
79.330139 48.535853 1.277510
70.959402 60.114584 0.493034
-61.556940 69.711858 1.459078
42.863691 82.533048 0.484150
-41.796032 83.078828 1.395888
14.099518 91.924989 1.159970
-57.113969 73.396148 1.706971
-92.951147 3.014022 1.054253
8.063001 92.649814 1.571182
14.773596 91.819066 1.330501
89.221315 26.240369 0.508231
90.157631 22.816697 1.538190
-90.858467 19.842858 0.953186
92.570590 8.926689 0.734126
59.401764 71.557183 1.129631
37.863116 84.943419 0.835158
-49.966363 78.436997 1.441923
18.810875 91.077719 0.806616
-92.773873 6.481389 0.982474
92.596445 8.654379 1.575609
29.445057 88.215580 1.550438
5.753259 92.821873 1.245314
85.730018 36.046693 1.361705
-44.584201 81.616475 0.474260
7.524053 92.695138 1.833112
-32.216246 87.241696 1.676489
-82.843504 42.260547 1.145607
91.690243 15.553113 1.846063
-10.328418 92.424692 1.746213
-74.784960 55.282996 1.830194
-61.858598 69.444322 0.833783
-20.015576 90.820574 0.669582
