100 50
49.992480 0.867170 0.784636
-15.852439 47.420462 0.662247
-48.972921 10.082310 0.798868
-2.860503 49.918108 0.724779
15.724804 47.462939 0.624945
-47.303761 16.197352 0.830774
22.971294 44.410806 0.983061
-48.560597 11.910853 0.846360
-49.943499 2.376319 0.369097
24.433287 43.623554 0.642791
45.089318 21.609104 0.802105
31.586686 38.759273 0.659265
45.325297 21.109653 0.460036
-48.324498 12.835219 0.962228
-9.824834 49.025224 0.570428
-45.933264 19.751842 0.582627
-15.118092 47.659661 0.291931
48.308693 12.894579 0.940071
-11.168807 48.736616 0.964032
-6.849985 49.528554 0.367650
-40.780788 28.929697 0.688124
7.927512 49.367546 0.378871
-15.897118 47.405502 0.728677
-49.716401 5.317848 0.364691
-49.863980 3.685586 0.514293
-49.981369 1.364816 0.414083
5.908723 49.649642 0.973537
-49.365044 7.943072 0.384137
46.165507 19.202758 0.666331
48.879628 10.525300 0.691225
-48.992827 9.985135 0.893493
-25.952489 42.737200 0.542689
-1.317011 49.982652 0.604949
-42.226473 26.775454 0.830541
-45.139386 21.504321 0.398750
9.281851 49.130919 0.774814
-48.940058 10.240639 0.752266
49.928731 2.668675 0.560479
-42.878474 25.718407 0.933891
49.900759 3.148695 0.281925
-29.018673 40.717522 0.806828
47.331160 16.117112 0.553340
14.805463 47.757704 0.425831
-5.133961 49.735726 0.476984
-32.362942 38.113515 0.898872
49.526468 6.865054 0.421297
19.920002 45.860588 0.877410
-49.953596 2.153652 0.577678
30.149222 39.887647 0.519083
-38.918562 31.390213 0.516164
-16.633882 47.152030 0.788351
-44.171434 23.428282 0.494075
-2.909693 49.915265 0.646016
-34.180189 36.492666 0.605883
49.660874 5.813566 0.396196
-49.618938 6.161252 0.710264
15.033751 47.686333 0.696634
-38.951047 31.349895 0.911959
-25.842331 42.803901 0.996446
31.554024 38.785868 0.943825
-27.362397 41.848527 0.460128
42.524733 26.299185 0.827396
48.321165 12.847763 0.686695
-21.388461 45.194400 0.825338
39.527027 30.620485 0.894654
0.595733 49.996451 0.823902
43.764099 24.180646 0.699134
-34.669290 36.028327 0.289005
-49.859658 3.743598 0.568172
49.651704 5.891378 0.378507
-49.361213 7.966849 0.766835
-6.208774 49.613014 0.982843
-47.388954 15.946380 0.817265
47.133233 16.687072 0.329357
22.091730 44.854826 0.979429
-35.584642 35.124539 0.452466
32.224432 38.230694 0.279020
-16.318291 47.262177 0.860902
-49.136570 9.251889 0.593142
-11.337956 48.697544 0.998883
-42.780843 25.880485 0.781340
0.168043 49.999718 0.752887
-13.080395 48.258712 0.545996
48.636265 11.598003 0.377809
5.460944 49.700886 0.878315
-32.083082 38.349392 0.335884
49.734709 5.143803 0.561851
45.137641 21.507983 0.704391
8.418812 49.286140 0.538807
28.228655 41.269154 0.898100
-32.784294 37.751690 0.856569
27.281806 41.901110 0.962495
-14.952607 47.711839 0.828869
3.383171 49.885410 0.854038
44.188806 23.395501 0.806641
1.543196 49.976180 0.341103
-42.908779 25.667813 0.438702
-6.801729 49.535205 0.700930
-8.334312 49.300499 0.989853
-28.248758 41.255396 0.708538
