100 46
-45.057536 9.263827 0.560240
-25.429761 38.331805 0.470683
-29.556389 35.247977 0.591961
-3.370279 45.876369 0.361536
7.733529 45.345259 0.280106
36.781781 27.624275 0.282345
45.718723 5.079211 0.314326
-6.213986 45.578354 0.795727
-35.015848 29.831031 0.754385
-32.082118 32.965705 0.394040
6.388922 45.554162 0.772917
-44.679870 10.941172 0.723736
22.443155 40.153516 0.706365
13.891790 43.852231 0.446672
45.926405 2.601024 0.323057
-27.039726 37.213616 0.480632
-41.835049 19.126649 0.791886
-45.958451 1.954688 0.512007
37.993835 25.931998 0.649637
39.469300 23.625713 0.503986
45.010868 9.487979 0.716010
-45.847338 3.744545 0.427790
21.465416 40.684590 0.807545
25.407733 38.346410 0.863910
36.843922 27.541340 0.614804
29.338609 35.429451 0.588752
-38.066431 25.825314 0.288316
-45.734746 4.932849 0.644902
-45.577757 6.218366 0.259608
45.847161 3.746706 0.640213
11.218623 44.611013 0.812507
29.890336 34.965238 0.595958
43.633291 14.564886 0.892510
19.219895 41.792291 0.803795
-13.436521 43.993862 0.496585
22.928283 39.878488 0.453182
-45.990664 0.926706 0.432531
-29.420002 35.361893 0.506773
25.144635 38.519441 0.784348
-25.474483 38.302098 0.548553
-38.703066 24.861067 0.254870
-42.363278 17.926312 0.662644
3.745210 45.847284 0.629426
45.951847 2.104231 0.365305
-45.268836 8.168993 0.412403
0.684818 45.994902 0.617076
-39.468585 23.626908 0.565617
-3.834669 45.839888 0.526384
-42.060678 18.625234 0.527089
28.345961 36.228532 0.353020
26.609037 37.522782 0.384469
7.725371 45.346650 0.878484
37.752327 26.282347 0.681924
-2.829798 45.912877 0.444023
34.947920 29.910582 0.868480
-24.715562 38.796147 0.705722
37.751863 26.283014 0.608046
-25.721214 38.136848 0.738770
20.888257 40.983908 0.802398
44.006530 13.394974 0.290678
-44.007886 13.390517 0.664670
37.504348 26.635013 0.515026
20.736601 41.060850 0.908595
44.393845 12.049336 0.907842
29.387068 35.389267 0.903036
36.165283 28.426612 0.263026
25.041457 38.586597 0.451323
7.299633 45.417126 0.308061
-2.802959 45.914523 0.895118
15.156523 43.431323 0.465763
-13.164187 44.076118 0.672499
7.760837 45.340593 0.708891
0.270838 45.999203 0.810909
26.787581 37.395528 0.582403
-3.528100 45.864502 0.627535
27.820740 36.633406 0.365885
41.708002 19.402128 0.777325
39.848064 22.981119 0.374219
45.999291 0.255333 0.729880
-31.793724 33.243934 0.766081
38.466377 25.225738 0.427656
-41.957913 18.855597 0.351898
24.609338 38.863614 0.336566
-36.575335 27.897040 0.886849
-28.853306 35.825783 0.656035
16.005893 43.125531 0.530312
45.996326 0.581408 0.460634
-0.581879 45.996320 0.695732
45.893894 3.122571 0.275640
-45.971030 1.632300 0.306531
-12.865771 44.164148 0.324871
10.026954 44.893877 0.310521
-3.387521 45.875099 0.393403
-45.998933 0.313359 0.777766
45.418322 7.292192 0.572571
-24.013270 39.234715 0.277485
-40.028272 22.665776 0.794416
30.606109 34.340444 0.495850
37.801701 26.211284 0.785913
30.167049 34.726779 0.464593
