1000 39
-32.228571 21.961767 0.026712
-38.953402 1.905910 0.024753
-36.714625 13.154327 0.077255
11.343929 37.313741 0.021244
38.770846 4.221551 0.032520
22.356956 31.955696 0.042962
0.488974 38.996935 0.074429
0.631668 38.994884 0.028219
38.719732 4.667153 0.019688
16.432381 35.369151 0.034649
6.082656 38.522737 0.037869
-6.863338 38.391335 0.049616
24.031810 30.715991 0.077499
-22.559295 31.813177 0.039617
-12.749612 36.857121 0.024681
-5.786578 38.568323 0.046477
0.942724 38.988604 0.061321
5.287482 38.639909 0.073637
8.039401 38.162390 0.051868
25.496737 29.511293 0.042185
-35.192300 16.807797 0.024841
32.889366 20.959237 0.035335
-24.067720 30.687862 0.052613
-30.932772 23.752128 0.027106
24.822929 30.080263 0.030352
35.596092 15.934812 0.062764
-38.969452 1.543310 0.068171
29.394667 25.631105 0.045425
-35.650854 15.811913 0.074220
-19.881411 33.551893 0.039834
36.569370 13.552904 0.037723
33.194050 20.473277 0.047638
-28.228282 26.910297 0.069245
35.474511 16.203676 0.055627
15.556456 35.763063 0.064341
20.537877 33.154119 0.030984
14.299112 36.284093 0.076099
1.379980 38.975578 0.046432
35.858467 15.335265 0.024603
-16.906354 35.145059 0.031958
-37.961138 8.941588 0.076208
38.959666 1.773255 0.023787
-18.058271 34.567309 0.043735
-36.565180 13.564205 0.048504
32.553652 21.476959 0.055152
32.439371 21.649186 0.039362
-35.917045 15.197561 0.073244
-3.179509 38.870178 0.059908
-31.745480 22.654459 0.033238
-11.876335 37.147714 0.046739
19.085057 34.011183 0.040142
14.482862 36.211141 0.032551
-8.874789 37.976810 0.061541
32.898020 20.945650 0.031110
-23.785640 30.907011 0.040190
6.719005 38.416858 0.074582
-21.671513 32.424458 0.076299
-11.296369 37.328167 0.034789
-25.068732 29.875721 0.033916
27.708584 27.445116 0.028190
37.973554 8.888713 0.044218
29.163029 25.894357 0.043082
5.662133 38.586789 0.062525
26.870174 28.266477 0.026673
38.469272 6.412108 0.041581
-24.178103 30.600970 0.050987
33.067829 20.676526 0.033488
18.250473 34.466219 0.052308
-38.637450 5.305418 0.040518
-11.260537 37.338992 0.051884
-3.898023 38.804709 0.061565
-18.524877 34.319512 0.071167
