1000 44
5.966564 43.593579 0.079329
33.265567 28.799341 0.068835
-43.633000 5.671093 0.059893
43.956203 1.962698 0.032537
-37.074096 23.696232 0.087630
3.255231 43.879420 0.043044
-40.775739 16.532971 0.057545
24.192981 36.751866 0.064609
-11.375650 42.504054 0.045144
32.683207 29.458581 0.037038
36.182577 25.036396 0.051090
-28.887487 33.189051 0.063032
-34.860534 26.846660 0.085077
-43.790986 4.283633 0.051729
-26.693935 34.977619 0.049063
-25.434701 35.903705 0.069181
1.798458 43.963230 0.030099
-37.492970 23.027749 0.056649
-40.447437 17.320647 0.075862
-33.678860 28.314915 0.061277
-4.674650 43.750973 0.039122
14.657900 41.486696 0.071173
-38.104682 22.000755 0.039043
39.151197 20.079436 0.027526
-43.241511 8.134603 0.028175
-43.876726 3.291344 0.023319
-40.868712 16.301791 0.079060
-25.787096 35.651447 0.022187
34.456239 27.363618 0.051063
-42.956148 9.527296 0.068558
-43.201923 8.342294 0.040511
34.409780 27.422018 0.025719
43.897509 3.001447 0.045941
-40.244639 17.786765 0.056383
0.790969 43.992890 0.059077
-28.775210 33.286443 0.049650
43.076742 8.966285 0.079915
-43.995981 0.594694 0.079938
-26.741040 34.941620 0.026832
4.290251 43.790339 0.040108
9.938114 42.862966 0.061615
-17.102094 40.540330 0.087896
38.476230 21.344314 0.058868
43.942597 2.246821 0.028674
20.032344 39.175314 0.061690
27.818951 34.089676 0.044101
-33.113837 28.973674 0.065350
2.722224 43.915709 0.041799
-36.003083 25.293834 0.047170
30.091705 32.101235 0.051243
-24.655084 36.443475 0.036660
-36.098563 25.157380 0.063714
43.107451 8.817465 0.070287
-22.713787 37.684000 0.077207
18.301136 40.013353 0.083567
-42.141639 12.652362 0.084706
-42.731928 10.487246 0.044550
-43.990950 0.892369 0.072738
8.564258 43.158469 0.065102
14.176337 41.653709 0.028083
-12.537457 42.175967 0.082354
34.676440 27.084027 0.083966
-34.054204 27.862362 0.086882
-43.718364 4.970379 0.062071
-32.263116 29.918077 0.040898
28.902274 33.176174 0.057331
-27.830224 34.080473 0.043005
-43.270089 7.981189 0.061904
-42.320247 12.041456 0.078415
-2.130421 43.948394 0.032575
-8.419163 43.187008 0.087892
39.920949 18.501833 0.023146
-43.074799 8.975617 0.060465
-22.937066 37.548516 0.034529
-35.341954 26.209660 0.068756
30.075934 32.116011 0.046669
-35.024778 26.632029 0.055694
-43.756915 4.618700 0.082378
-43.914701 2.738436 0.074292
-29.889621 32.289481 0.027090
43.995994 0.593751 0.064101
-7.325967 43.385830 0.037154
23.846327 36.977732 0.022674
-32.805531 29.322298 0.087208
16.099035 40.949006 0.027528
