1000 22
-1.742724 21.930867 0.031725
7.184390 20.793858 0.016988
-20.607202 7.703456 0.043258
14.245520 16.764998 0.020897
-10.989079 19.058860 0.043208
-4.112486 21.612206 0.037276
11.894716 18.507180 0.015557
-11.853647 18.533512 0.014038
-20.241119 8.619578 0.021698
12.700130 17.964039 0.033529
10.113417 19.537625 0.025500
15.756341 15.353752 0.011832
-12.815674 17.881792 0.012303
-17.217412 13.695281 0.037317
-17.591898 13.210796 0.040337
20.553027 7.846851 0.017144
-19.447516 10.285627 0.021661
-18.417632 12.032906 0.020966
3.848565 21.660761 0.036580
11.475285 18.770132 0.034374
-0.506245 21.994175 0.021633
14.953259 16.136915 0.034590
2.099762 21.899566 0.020159
5.545812 21.289527 0.033486
-21.642612 3.949349 0.020564
18.192022 12.371351 0.035194
8.987074 20.080650 0.040059
7.357280 20.733317 0.037942
13.788044 17.143216 0.030741
-12.441477 18.144136 0.025107
-3.712934 21.684421 0.040291
-17.604367 13.194176 0.029175
-16.189048 14.896802 0.037930
20.243865 8.613126 0.021826
15.744169 15.366233 0.027972
15.159329 15.943486 0.021815
21.897016 2.126187 0.016218
-4.926243 21.441365 0.026068
6.293671 21.080553 0.032429
-20.394045 8.251239 0.019716
1.025770 21.976073 0.030064
-21.988642 0.706840 0.034284
5.035722 21.415917 0.014503
13.921877 17.034710 0.026769
-0.889602 21.982006 0.015398
-0.291518 21.998068 0.040365
6.555070 21.000740 0.041324
20.499621 7.985334 0.012001
-18.432358 12.010336 0.014188
2.969322 21.798696 0.027392
-19.268186 10.617769 0.015794
7.859767 20.548091 0.023588
-21.974555 1.057802 0.023061
19.356650 10.455626 0.034134
-21.434679 4.955254 0.014992
-19.615804 9.960935 0.035769
16.226891 14.855572 0.038026
-4.720652 21.487565 0.025835
-19.778315 9.634223 0.035578
-16.208451 14.875689 0.024737
14.616027 16.442985 0.033417
-1.384045 21.956421 0.032086
-3.207412 21.764938 0.023533
12.071514 18.392351 0.013641
13.808037 17.127116 0.036353
-16.665010 14.362362 0.039456
-20.919571 6.809665 0.036675
19.343009 10.480839 0.028542
-12.283561 18.251414 0.027262
19.075208 10.960677 0.035740
-0.342949 21.997327 0.040720
19.173495 10.787822 0.032103
-3.414440 21.733421 0.027726
18.997380 11.095025 0.037481
-16.858089 14.135234 0.042001
19.764332 9.662876 0.030403
-6.306761 21.076640 0.012091
-2.792867 21.822005 0.016726
3.561013 21.709887 0.021209
-21.745905 3.334010 0.036925
17.682915 13.088718 0.034704
-13.883133 17.066301 0.012227
21.819540 2.812057 0.017396
-13.639483 17.261648 0.017268
21.975672 1.034334 0.024251
-20.012087 9.138730 0.013975
-18.975092 11.133098 0.016426
-10.669028 19.239850 0.025661
3.907691 21.650172 0.039166
-2.854417 21.814039 0.022488
-2.269181 21.882660 0.024713
-14.606270 16.451653 0.012381
-17.506756 13.323419 0.040017
9.188466 19.989299 0.016564
-18.475979 11.943124 0.011613
4.720128 21.487680 0.034151
14.157673 16.839249 0.025112
-1.136266 21.970637 0.032640
-0.812555 21.984989 0.043637
-2.055634 21.903752 0.014054
18.445856 11.989596 0.018369
-21.584626 4.254871 0.038769
-12.422808 18.156923 0.015569
13.195945 17.603041 0.020315
-8.289751 20.378421 0.026926
20.934027 6.765094 0.023222
6.293418 21.080628 0.038755
1.113255 21.971815 0.027017
20.756202 7.292469 0.041267
-9.905066 19.644075 0.013382
-5.470766 21.308935 0.030243
-12.786731 17.902500 0.015393
-21.068761 6.333033 0.034570
-5.202871 21.375924 0.020405
-16.679432 14.345610 0.033881
-7.766194 20.583640 0.038165
-7.620399 20.638060 0.040066
16.489114 14.563966 0.040155
16.445137 14.613606 0.035747
-19.930676 9.314942 0.036457
-1.967175 21.911874 0.011204
20.208205 8.696462 0.026942
20.221526 8.665441 0.027678
-21.939697 1.627782 0.024613
-18.913537 11.237354 0.035128
21.997057 0.359815 0.036753
8.261278 20.389980 0.024173
9.186513 19.990197 0.018677
-12.961879 17.776099 0.034940
-14.603863 16.453789 0.031326
20.855047 7.004785 0.037917
14.943764 16.145709 0.041527
10.839081 19.144564 0.013370
-19.261344 10.630176 0.036342
10.551148 19.304747 0.016053
21.895468 2.142071 0.011566
17.987246 12.667240 0.025653
12.130640 18.353408 0.022502
21.889066 2.206535 0.024346
-21.017917 6.499782 0.012070
-15.559137 15.553561 0.017805
-20.525649 7.918190 0.016392
-20.007838 9.148028 0.020153
-4.960766 21.433404 0.022988
-21.086536 6.273595 0.026773
-21.125659 6.140563 0.039235
-5.335108 21.343304 0.043192
-12.188562 18.314993 0.023514
-0.746609 21.987328 0.043084
-12.029783 18.419672 0.031354
17.519636 13.306477 0.041125
4.349933 21.565669 0.013755
7.221582 20.780971 0.041966
20.983339 6.610559 0.013506
-4.938030 21.438653 0.017362
12.174968 18.324032 0.016058
-6.852692 20.905516 0.023107
-13.159550 17.630265 0.029645
-14.314359 16.706260 0.043724
15.731904 15.378790 0.041377
11.170494 18.953101 0.025989
16.365795 14.702406 0.037718
-7.392230 20.720882 0.017315
-17.978509 12.679638 0.037489
-9.143589 20.009867 0.013266
1.691991 21.934839 0.023492
-0.019387 21.999991 0.021807
-13.533377 17.344962 0.043175
-21.709594 3.562797 0.037732
-21.736880 3.392350 0.020472
3.673782 21.691089 0.020866
-21.699866 3.621579 0.043789
-8.192400 20.417752 0.011016
21.188097 5.921532 0.042387
7.204391 20.786937 0.015123
-4.323910 21.570902 0.034563
6.234020 21.098270 0.011798
-2.404013 21.868258 0.039694
-10.593859 19.281342 0.012734
21.750589 3.303315 0.013795
-21.780571 3.099474 0.037559
10.792278 19.170987 0.033178
14.701549 16.366566 0.021597
-19.908033 9.363237 0.019429
20.717248 7.402408 0.029173
19.381301 10.409860 0.040883
-21.686668 3.699789 0.026660
-15.209901 15.895248 0.030259
2.884733 21.810051 0.039970
11.782580 18.578773 0.034405
-6.702544 20.954138 0.034952
-21.890805 2.189210 0.042898
6.773248 20.931390 0.029043
11.902734 18.502025 0.031038
7.058220 20.837023 0.040886
3.251001 21.758469 0.024255
12.587987 18.042799 0.038316
-15.632226 15.480101 0.033214
-13.144789 17.641273 0.025949
6.914547 20.885139 0.014729
-21.029011 6.463798 0.020921
11.275190 18.891005 0.036281
-18.240924 12.299134 0.030216
-2.861736 21.813080 0.016793
21.917954 1.898234 0.043805
14.378112 16.651423 0.022294
-4.396469 21.556230 0.018763
-5.600432 21.275224 0.031505
1.750795 21.930224 0.040386
5.492962 21.303224 0.022347
15.483420 15.628938 0.014896
21.672367 3.782659 0.018839
8.802119 20.162408 0.011871
1.803780 21.925929 0.027494
-6.071937 21.145486 0.043875
15.728493 15.382279 0.036693
-6.885382 20.894773 0.019532
-1.736561 21.931356 0.038553
1.169735 21.968881 0.024370
11.561116 18.717388 0.028374
21.706761 3.580018 0.022893
-10.596351 19.279973 0.033948
-20.587106 7.757002 0.043942
19.354666 10.459297 0.017465
-11.035208 19.032188 0.013870
-20.477798 8.041131 0.022686
-2.155543 21.894146 0.033040
-4.476737 21.539703 0.030850
17.172494 13.751562 0.020997
10.000119 19.595857 0.017677
21.529477 4.525663 0.024905
-13.990832 16.978122 0.040433
11.404256 18.813371 0.034107
7.141011 20.808795 0.033912
-14.369132 16.659173 0.039959
4.468909 21.541329 0.028892
-13.288659 17.533156 0.028478
-12.662634 17.990489 0.034264
12.134364 18.350946 0.013948
-13.187655 17.609252 0.038979
-9.536932 19.825411 0.028462
-13.269975 17.547301 0.022015
6.224963 21.100944 0.028270
-21.791188 3.023923 0.036266
-16.341761 14.729116 0.030043
20.560399 7.827514 0.022456
21.979793 0.942710 0.022330
-7.100182 20.822762 0.035861
21.983555 0.850472 0.026722
19.613231 9.966000 0.015472
1.502033 21.948665 0.037697
-21.990439 0.648527 0.032050
20.402176 8.231112 0.026009
21.471220 4.794444 0.021184
-11.069704 19.012145 0.030210
-10.561123 19.299292 0.043166
4.360406 21.563554 0.017607
15.687709 15.423871 0.021018
-21.220100 5.805803 0.023285
14.006246 16.965408 0.014039
5.361122 21.336784 0.035684
20.337269 8.390202 0.032702
-5.769293 21.230056 0.038588
10.340439 19.418427 0.041964
-0.979580 21.978181 0.022422
5.237174 21.367546 0.019717
13.389653 17.456151 0.017361
16.205990 14.878370 0.017805
8.660114 20.223808 0.033467
3.802461 21.668901 0.022070
-20.902402 6.862186 0.019245
21.998966 0.213324 0.037797
18.183074 12.384499 0.037181
20.698394 7.454964 0.014186
-9.898436 19.647416 0.037178
21.685168 3.708568 0.023310
-3.656096 21.694077 0.024237
-21.625072 4.044289 0.028468
-0.570687 21.992597 0.017248
-0.030659 21.999979 0.025157
-19.559398 10.071243 0.025815
15.508704 15.603849 0.012949
-21.735547 3.400882 0.013042
-0.869389 21.982815 0.034041
10.872709 19.125485 0.021816
14.598457 16.458586 0.023985
-1.849079 21.922156 0.026558
15.981070 15.119703 0.011438
21.866706 2.418096 0.031782
-10.996331 19.054676 0.036495
18.874252 11.303213 0.027035
-20.015009 9.132327 0.032289
21.409744 5.061904 0.043484
-10.932711 19.091250 0.037114
4.401637 21.555176 0.018973
-5.771266 21.229519 0.028157
7.938008 20.517993 0.020907
-17.564307 13.247457 0.021404
21.205691 5.858213 0.017002
-18.204320 12.353247 0.037632
15.516204 15.596391 0.041041
21.996325 0.402105 0.024925
-5.497858 21.301961 0.037538
-4.198310 21.595699 0.012838
-19.160782 10.810386 0.016087
8.234458 20.400826 0.031470
-11.131959 18.975761 0.036290
-9.006677 20.071865 0.024251
-20.879024 6.932991 0.022995
-1.567704 21.944072 0.021485
8.840423 20.145643 0.035414
-18.198322 12.362082 0.021628
4.406250 21.554233 0.022114
-3.060738 21.786048 0.020039
17.771353 12.968385 0.025481
-21.997940 0.301073 0.039965
-13.882373 17.066919 0.014701
-5.714233 21.244942 0.012458
15.737597 15.372964 0.022751
-17.598373 13.202170 0.023565
-0.857412 21.983286 0.038638
19.068806 10.971812 0.026379
-21.934582 1.695324 0.016075
-16.632880 14.399559 0.012203
15.933692 15.169622 0.027750
-21.885910 2.237618 0.012029
1.977251 21.910967 0.036031
-3.236007 21.760704 0.027513
0.060435 21.999917 0.043490
17.207258 13.708037 0.031965
-6.273711 21.086501 0.016878
-21.534869 4.499934 0.022237
-1.035557 21.975614 0.016726
-15.760935 15.349037 0.030405
-1.379855 21.956685 0.041723
21.367086 5.239049 0.024073
-5.168771 21.384195 0.015868
14.150220 16.845512 0.039009
14.583495 16.471845 0.037001
20.251724 8.594632 0.022103
-21.307241 5.477362 0.018211
19.007240 11.078124 0.030396
17.748130 13.000149 0.015071
-7.843500 20.554306 0.040884
17.704611 13.059355 0.026195
13.548997 17.332763 0.041220
-20.613353 7.686982 0.012262
-0.256669 21.998503 0.011024
8.363797 20.348142 0.027718
-16.419673 14.642211 0.043147
-14.360410 16.666692 0.021421
20.711334 7.418938 0.029442
-21.532116 4.513088 0.012526
21.715770 3.524962 0.026676
19.382075 10.408419 0.026336
-20.352683 8.352742 0.016497
-9.232199 19.969139 0.034886
-9.889577 19.651877 0.014839
-0.380751 21.996705 0.022058
21.997803 0.310888 0.018922
-20.404069 8.226420 0.013379
21.976379 1.019202 0.038679
-13.613406 17.282221 0.037676
10.748491 19.195571 0.022605
8.770287 20.176275 0.027193
-21.589667 4.229216 0.020694
-4.867332 21.454815 0.018355
20.225560 8.656022 0.014493
9.222840 19.973463 0.032766
-19.811613 9.565563 0.012151
9.364905 19.907249 0.028264
-3.172741 21.770019 0.028015
14.184614 16.816561 0.015183
-0.513026 21.994017 0.023563
17.638507 13.148501 0.011761
16.028720 15.069178 0.035036
-3.858811 21.658938 0.034654
9.363113 19.908092 0.014203
-21.738069 3.384725 0.038358
-5.883954 21.198563 0.036328
-8.862641 20.135878 0.022753
13.130942 17.651583 0.014930
-17.764547 12.977707 0.030852
-3.884553 21.654336 0.038547
19.825906 9.535904 0.035945
-21.966913 1.206118 0.031234
2.808269 21.820028 0.025428
-18.874385 11.302990 0.043120
-8.557090 20.267615 0.011845
14.423133 16.612442 0.029415
-21.995433 0.448263 0.033440
2.613257 21.844242 0.018931
18.609244 11.734396 0.035256
-18.943681 11.186463 0.013024
-14.779298 16.296391 0.033357
-21.829797 2.731296 0.012898
-21.978611 0.969882 0.033153
-21.913338 1.950803 0.038359
-3.372483 21.739971 0.039217
21.323963 5.411893 0.034167
4.191385 21.597044 0.025920
-8.162457 20.429741 0.036083
-21.279410 5.584505 0.036869
-1.968361 21.911767 0.035177
-12.928276 17.800553 0.012983
14.781508 16.294386 0.027019
-21.998325 0.271486 0.024323
0.052065 21.999938 0.013448
-15.155120 15.947487 0.022834
-13.440248 17.417225 0.028461
21.667898 3.808173 0.017702
19.908252 9.362772 0.019988
16.947759 14.027596 0.018516
3.390740 21.737131 0.019061
5.618398 21.270487 0.027700
-17.780066 12.956437 0.012739
14.199280 16.804179 0.025567
21.998870 0.222950 0.028500
13.147642 17.639147 0.018741
-20.071311 9.007913 0.011944
-20.501654 7.980112 0.028600
9.871804 19.660811 0.021472
-10.991600 19.057406 0.031983
16.219862 14.863245 0.039137
21.787427 3.050904 0.033883
-11.026335 19.037330 0.036131
10.695092 19.225374 0.040869
14.635876 16.425320 0.022499
16.755300 14.256925 0.022051
-17.047600 13.906090 0.035420
-19.745406 9.701493 0.026782
-20.949646 6.716571 0.035603
21.793559 3.006793 0.030627
18.352205 12.132460 0.025526
20.624752 7.656344 0.025672
17.179131 13.743270 0.031358
-21.442139 4.922871 0.022284
-11.156533 18.961323 0.014004
2.648842 21.839955 0.029288
-16.862382 14.130112 0.020354
14.320782 16.700755 0.032261
-21.995874 0.426061 0.025195
-9.797021 19.698182 0.015520
14.528511 16.520362 0.014528
-6.041129 21.154308 0.040582
8.792454 20.166625 0.025494
17.922231 12.759061 0.040439
16.757219 14.254670 0.031845
15.853688 15.253215 0.033019
16.378005 14.688803 0.013536
18.758874 11.493679 0.020166
-21.841881 2.632916 0.022794
-9.908317 19.642435 0.041090
-0.999465 21.977285 0.020263
21.812334 2.867421 0.020935
3.330411 21.746456 0.036971
4.945494 21.436933 0.023717
-21.504774 4.641625 0.018466
-14.291891 16.725485 0.024193
21.183011 5.939702 0.042436
-21.824054 2.776807 0.033012
21.453992 4.870959 0.020865
20.933154 6.767796 0.025777
-7.040033 20.843175 0.025493
17.763258 12.979471 0.031933
5.589770 21.278028 0.020501
-17.695895 13.071163 0.029912
-21.124232 6.145472 0.035277
-21.663982 3.830392 0.015708
11.687879 18.638495 0.014238
-11.047290 19.025178 0.011014
21.903107 2.062501 0.028139
-21.816742 2.833682 0.037164
21.610300 4.122493 0.040241
7.086847 20.827304 0.027084
-15.172309 15.931134 0.024015
-18.159150 12.419552 0.021351
18.264570 12.263991 0.030302
-21.442859 4.919734 0.023566
20.834125 7.066771 0.036379
-10.637936 19.257059 0.015284
-20.586026 7.759867 0.037451
3.054921 21.786864 0.026116
-2.859028 21.813435 0.033315
-21.247243 5.705671 0.043995
20.891196 6.896227 0.024709
12.141577 18.346174 0.011138
21.917444 1.904119 0.021093
5.120538 21.395796 0.016420
21.844621 2.610079 0.016220
21.364710 5.248729 0.020597
16.773437 14.235582 0.026638
-18.305499 12.202816 0.016477
8.423055 20.323684 0.036311
18.584956 11.772825 0.019129
20.830302 7.078031 0.040706
-4.262222 21.583175 0.040136
21.762356 3.224883 0.042473
16.633373 14.398990 0.027805
19.680120 9.833253 0.013876
20.015575 9.131088 0.035241
-2.180555 21.891669 0.033922
-21.735563 3.400780 0.024811
19.423868 10.330216 0.035769
-11.929172 18.484990 0.040695
21.853378 2.535716 0.042841
-12.780072 17.907254 0.018111
8.214259 20.408967 0.038074
-1.400848 21.955355 0.029630
8.467937 20.305025 0.025759
18.597124 11.753595 0.018803
-15.201410 15.903369 0.040350
20.460951 8.083903 0.041668
-10.431653 19.369579 0.031246
-20.315490 8.442799 0.015349
